,year,label_child,count_child,label_hapmar,count_hapmar,label_income,count_x,label_divorced,count_y
600,1973,8,24,2,293,1,11,1,126
601,1973,8,24,2,293,1,11,2,866
602,1973,8,24,2,293,2,38,1,126
603,1973,8,24,2,293,2,38,2,866
604,1973,8,24,2,293,3,50,1,126
605,1973,8,24,2,293,3,50,2,866
606,1973,8,24,2,293,4,46,1,126
607,1973,8,24,2,293,4,46,2,866
608,1973,8,24,2,293,5,45,1,126
609,1973,8,24,2,293,5,45,2,866
610,1973,8,24,2,293,6,30,1,126
611,1973,8,24,2,293,6,30,2,866
612,1973,8,24,2,293,7,63,1,126
613,1973,8,24,2,293,7,63,2,866
614,1973,8,24,2,293,8,115,1,126
615,1973,8,24,2,293,8,115,2,866
616,1973,8,24,2,293,9,295,1,126
617,1973,8,24,2,293,9,295,2,866
618,1973,8,24,2,293,10,142,1,126
619,1973,8,24,2,293,10,142,2,866
620,1973,8,24,2,293,11,85,1,126
621,1973,8,24,2,293,11,85,2,866
622,1973,8,24,2,293,12,72,1,126
623,1973,8,24,2,293,12,72,2,866
624,1973,8,24,3,25,1,11,1,126
625,1973,8,24,3,25,1,11,2,866
626,1973,8,24,3,25,2,38,1,126
627,1973,8,24,3,25,2,38,2,866
628,1973,8,24,3,25,3,50,1,126
629,1973,8,24,3,25,3,50,2,866
630,1973,8,24,3,25,4,46,1,126
631,1973,8,24,3,25,4,46,2,866
632,1973,8,24,3,25,5,45,1,126
633,1973,8,24,3,25,5,45,2,866
634,1973,8,24,3,25,6,30,1,126
635,1973,8,24,3,25,6,30,2,866
636,1973,8,24,3,25,7,63,1,126
637,1973,8,24,3,25,7,63,2,866
638,1973,8,24,3,25,8,115,1,126
639,1973,8,24,3,25,8,115,2,866
640,1973,8,24,3,25,9,295,1,126
641,1973,8,24,3,25,9,295,2,866
642,1973,8,24,3,25,10,142,1,126
643,1973,8,24,3,25,10,142,2,866
644,1973,8,24,3,25,11,85,1,126
645,1973,8,24,3,25,11,85,2,866
646,1973,8,24,3,25,12,72,1,126
647,1973,8,24,3,25,12,72,2,866
648,1974,0,114,1,661,1,14,1,133
649,1974,0,114,1,661,1,14,2,828
650,1974,0,114,1,661,2,28,1,133
651,1974,0,114,1,661,2,28,2,828
652,1974,0,114,1,661,3,42,1,133
653,1974,0,114,1,661,3,42,2,828
